"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","ClusterSize","Count","CountClusterRatio"
"20","02010 ABC transporters","02010 ABC transporters",59,0.544340989670566,1.88562416509884,0.000133473340818993,0.00186792281914866,0.00125405510444295,2286,"tags=25%, list=9%, signal=23%","NVE25222/NVE18588/NVE18587/NVE18585/NVE23359/NVE10037/NVE3966/NVE23357/NVE3965/NVE21037/NVE6492/NVE7906/NVE7903/NVE15479/NVE9099",60,15,0.25
"21","03010 Ribosome","03010 Ribosome",129,0.592247002688369,2.34861559835003,1e-10,2.54e-08,1.70526315789474e-08,4572,"tags=57%, list=18%, signal=47%","NVE3334/NVE14983/NVE6694/NVE10419/NVE12879/NVE2942/NVE23965/NVE18510/NVE2256/NVE2161/NVE9318/NVE4890/NVE13667/NVE3732/NVE12122/NVE6784/NVE14926/NVE8183/NVE10602/NVE19115/NVE1158/NVE4488/NVE22308/NVE2295/NVE3331/NVE16291/NVE19817/NVE4736/NVE7269/NVE17752/NVE1333/NVE3071/NVE21578/NVE21967/NVE10009/NVE4703/NVE14265/NVE13299/NVE13447/NVE10553/NVE69/NVE21507/NVE11578/NVE24745/NVE16142/NVE22048/NVE3351/NVE11447/NVE2088/NVE4715/NVE9450/NVE882/NVE23701/NVE1638/NVE799/NVE11807/NVE1957/NVE4298/NVE24100/NVE19312/NVE12291/NVE20682/NVE45/NVE9033/NVE10151/NVE22476/NVE5259/NVE9154/NVE11974/NVE8043/NVE14982/NVE2507/NVE23993/NVE379",129,74,0.573643410852713
"22","03013 RNA transport","03013 RNA transport",140,-0.352722483273948,-1.48949224062543,0.00489833624682443,0.0289343582951955,0.019425470550442,7251,"tags=46%, list=29%, signal=33%","NVE9124/NVE23298/NVE2954/NVE1135/NVE10060/NVE4366/NVE15701/NVE9250/NVE15072/NVE19788/NVE17006/NVE2976/NVE14979/NVE21785/NVE25888/NVE22288/NVE18300/NVE9934/NVE25084/NVE21933/NVE21225/NVE24083/NVE1936/NVE26118/NVE7225/NVE10199/NVE2127/NVE17407/NVE23176/NVE1535/NVE5891/NVE21980/NVE3133/NVE2705/NVE12149/NVE3094/NVE11327/NVE7709/NVE4109/NVE16882/NVE8639/NVE16759/NVE15292/NVE3142/NVE21848/NVE25/NVE11802/NVE8829/NVE22293/NVE17224/NVE17089/NVE8571/NVE12211/NVE442/NVE11011/NVE22038/NVE24530/NVE10422/NVE24938/NVE21849/NVE14842/NVE9345/NVE22037/NVE23975/NVE15586",142,65,0.457746478873239
"23","03050 Proteasome","03050 Proteasome",36,-0.61685216881287,-2.07481526322782,7.22731329994948e-05,0.00107984563422775,0.000724968888292146,7321,"tags=78%, list=29%, signal=55%","NVE9282/NVE3751/NVE24816/NVE20755/NVE10642/NVE9987/NVE10570/NVE21460/NVE13339/NVE3702/NVE4427/NVE21267/NVE10183/NVE12759/NVE12955/NVE190/NVE22428/NVE18329/NVE15913/NVE5600/NVE19830/NVE11219/NVE17462/NVE18355/NVE1940/NVE12627/NVE22672/NVE10472",38,28,0.736842105263158
"24","04010 MAPK signaling pathway","04010 MAPK signaling pathway",125,-0.383888926302713,-1.59996574313564,0.00120854451376381,0.0118065502498464,0.00792648628460473,6447,"tags=47%, list=25%, signal=35%","NVE1111/NVE6007/NVE13227/NVE20036/NVE6255/NVE6516/NVE13315/NVE6335/NVE24783/NVE18526/NVE22654/NVE22538/NVE6310/NVE2735/NVE23557/NVE12665/NVE4209/NVE17866/NVE973/NVE25827/NVE10585/NVE19923/NVE6174/NVE16022/NVE13524/NVE3660/NVE14609/NVE15422/NVE13951/NVE24037/NVE3190/NVE12247/NVE16474/NVE8617/NVE2738/NVE24506/NVE3700/NVE4220/NVE24698/NVE23212/NVE10177/NVE12846/NVE5293/NVE18321/NVE5592/NVE2019/NVE20431/NVE10954/NVE567/NVE5467/NVE1908/NVE5446/NVE12236/NVE15105/NVE25517/NVE18077/NVE13076/NVE16118/NVE4423",125,59,0.472
"25","04012 ErbB signaling pathway","04012 ErbB signaling pathway",42,-0.567926950436723,-1.9783413275999,0.000421017350881282,0.00486083668744753,0.00326338807860132,5736,"tags=60%, list=23%, signal=46%","NVE3082/NVE18526/NVE2735/NVE12665/NVE16959/NVE23281/NVE14609/NVE11223/NVE22321/NVE4740/NVE18254/NVE23212/NVE19829/NVE173/NVE2019/NVE10954/NVE25257/NVE10427/NVE21503/NVE25517/NVE18077/NVE16957/NVE13076/NVE16118/NVE15767",42,25,0.595238095238095
"26","04013 MAPK signaling pathway - fly","04013 MAPK signaling pathway - fly",54,-0.46525656709401,-1.69109897137689,0.00455973065372887,0.0275755139535031,0.0185131921279217,5144,"tags=52%, list=20%, signal=41%","NVE5790/NVE14916/NVE3872/NVE6516/NVE18526/NVE2735/NVE12665/NVE22533/NVE16360/NVE18332/NVE6174/NVE16022/NVE23698/NVE18274/NVE17089/NVE7729/NVE8617/NVE18965/NVE23212/NVE5592/NVE3960/NVE10954/NVE1908/NVE10427/NVE18246/NVE8205/NVE26076/NVE545",55,28,0.509090909090909
"27","04014 Ras signaling pathway","04014 Ras signaling pathway",137,-0.452732784355132,-1.90825839474731,1.68203427151541e-06,5.73276634747764e-05,3.84876978156393e-05,5617,"tags=42%, list=22%, signal=33%","NVE23846/NVE6335/NVE459/NVE3696/NVE6310/NVE2735/NVE16133/NVE11091/NVE23557/NVE12665/NVE15187/NVE13803/NVE20919/NVE11328/NVE3660/NVE14609/NVE23819/NVE7637/NVE18274/NVE14545/NVE1660/NVE3190/NVE12247/NVE16474/NVE11223/NVE2224/NVE8617/NVE2738/NVE22321/NVE3700/NVE4740/NVE4220/NVE3413/NVE23212/NVE10177/NVE5293/NVE5592/NVE22030/NVE10954/NVE567/NVE5467/NVE1908/NVE25257/NVE10427/NVE5446/NVE18246/NVE21503/NVE5433/NVE12236/NVE23561/NVE25517/NVE18077/NVE13076/NVE26076/NVE22530/NVE16118/NVE4423/NVE15767",137,58,0.423357664233577
"28","04066 HIF-1 signaling pathway","04066 HIF-1 signaling pathway",43,-0.539164915559801,-1.87737702407298,0.00146357261923361,0.0128188774236323,0.00860612574649162,4056,"tags=40%, list=16%, signal=33%","NVE23281/NVE14609/NVE25/NVE13951/NVE12247/NVE2224/NVE22321/NVE3976/NVE20331/NVE173/NVE25257/NVE11247/NVE7537/NVE21503/NVE25517/NVE18077/NVE7122",43,17,0.395348837209302
"29","04068 FoxO signaling pathway","04068 FoxO signaling pathway",55,-0.464286996118563,-1.69535514507829,0.00435708427276667,0.0275755139535031,0.0185131921279217,7828,"tags=64%, list=31%, signal=44%","NVE9149/NVE356/NVE23213/NVE3373/NVE12126/NVE19674/NVE3937/NVE14916/NVE11158/NVE20036/NVE26088/NVE9143/NVE2735/NVE23557/NVE12665/NVE15654/NVE21252/NVE6174/NVE2123/NVE2224/NVE18965/NVE12119/NVE12522/NVE23212/NVE319/NVE10791/NVE22316/NVE22317/NVE10954/NVE25257/NVE12675/NVE21503/NVE22318/NVE25517/NVE18077",55,35,0.636363636363636
"30","04071 Sphingolipid signaling pathwa","04071 Sphingolipid signaling pathwa",55,-0.473561086122636,-1.72921970802269,0.00320700261111709,0.0226271850895483,0.0151910650000283,4015,"tags=38%, list=16%, signal=32%","NVE6174/NVE14609/NVE4987/NVE22567/NVE1660/NVE12247/NVE8617/NVE7351/NVE3413/NVE5699/NVE23334/NVE18592/NVE20202/NVE5592/NVE10954/NVE1908/NVE25257/NVE12675/NVE21503/NVE25517/NVE18077",55,21,0.381818181818182
"31","04137 Mitophagy - animal","04137 Mitophagy - animal",36,-0.5099158893195,-1.71512936747644,0.00399579520597646,0.0265517643587124,0.0178258840700846,6132,"tags=50%, list=24%, signal=38%","NVE13136/NVE13315/NVE9286/NVE16133/NVE12665/NVE169/NVE536/NVE20754/NVE19810/NVE12257/NVE21822/NVE4646/NVE10791/NVE5418/NVE24562/NVE10954/NVE5933/NVE11247",36,18,0.5
"32","04138 Autophagy - yeast","04138 Autophagy - yeast",61,-0.449435365633845,-1.68745058727399,0.00389661023037069,0.0265517643587124,0.0178258840700846,3315,"tags=48%, list=13%, signal=41%","NVE23298/NVE14033/NVE6468/NVE8209/NVE11040/NVE13136/NVE9832/NVE6335/NVE9286/NVE12665/NVE10312/NVE14900/NVE25378/NVE19810/NVE21968/NVE9249/NVE24506/NVE5525/NVE23967/NVE17631/NVE319/NVE10791/NVE13520/NVE19008/NVE23211/NVE25076/NVE5526/NVE16852/NVE21910",61,29,0.475409836065574
"33","04141 Protein processing in endopla","04141 Protein processing in endopla",125,-0.531031596709608,-2.21322446427648,4.71057648235802e-09,3.98828808839645e-07,2.6775908426035e-07,6311,"tags=58%, list=25%, signal=43%","NVE22783/NVE13366/NVE9980/NVE1311/NVE9359/NVE13315/NVE24912/NVE1572/NVE25371/NVE25778/NVE6477/NVE18526/NVE22711/NVE15734/NVE22653/NVE4209/NVE3918/NVE8890/NVE14900/NVE3781/NVE6044/NVE22525/NVE21987/NVE3635/NVE5680/NVE1554/NVE4086/NVE2780/NVE986/NVE155/NVE22537/NVE19531/NVE4414/NVE18979/NVE7481/NVE25674/NVE19479/NVE442/NVE11159/NVE1998/NVE2020/NVE5203/NVE10734/NVE21822/NVE11717/NVE18584/NVE4881/NVE3013/NVE13347/NVE25970/NVE11836/NVE18735/NVE22782/NVE9576/NVE13984/NVE8904/NVE20202/NVE4889/NVE20347/NVE24562/NVE10954/NVE14927/NVE22467/NVE11632/NVE6748/NVE21587/NVE9018/NVE4437/NVE13177/NVE22939/NVE11918/NVE12650",126,72,0.571428571428571
"34","04144 Endocytosis","04144 Endocytosis",156,-0.508310071377394,-2.17611631540556,5.02575636956572e-10,6.38271058934846e-08,4.28511858878761e-08,5696,"tags=47%, list=23%, signal=37%","NVE24392/NVE26088/NVE23846/NVE3081/NVE459/NVE431/NVE10439/NVE11999/NVE16959/NVE4209/NVE23820/NVE23142/NVE8751/NVE6954/NVE21861/NVE21252/NVE8563/NVE16022/NVE10143/NVE9984/NVE21222/NVE17374/NVE15027/NVE1660/NVE23468/NVE3190/NVE16474/NVE13401/NVE12210/NVE10552/NVE17642/NVE15988/NVE2871/NVE24273/NVE16402/NVE2534/NVE16831/NVE3700/NVE17212/NVE15433/NVE12899/NVE563/NVE3413/NVE19570/NVE14485/NVE9470/NVE25594/NVE10083/NVE10177/NVE4853/NVE1620/NVE17646/NVE18321/NVE1740/NVE18071/NVE20506/NVE5933/NVE888/NVE6987/NVE4283/NVE3847/NVE7811/NVE16608/NVE14581/NVE15469/NVE18075/NVE10650/NVE8122/NVE10865/NVE5446/NVE19557/NVE79/NVE11257/NVE16957",157,74,0.471337579617834
"35","04150 mTOR signaling pathway","04150 mTOR signaling pathway",99,-0.387794405693951,-1.58438946949228,0.00578469980144231,0.0323389259268955,0.0217111728145755,7444,"tags=53%, list=29%, signal=37%","NVE16348/NVE356/NVE23213/NVE12126/NVE21992/NVE5896/NVE19946/NVE3937/NVE13949/NVE23200/NVE23768/NVE7119/NVE9619/NVE12095/NVE3131/NVE18300/NVE20120/NVE26097/NVE11184/NVE9315/NVE459/NVE2735/NVE23557/NVE24195/NVE12665/NVE4480/NVE878/NVE15292/NVE12849/NVE23281/NVE14609/NVE25/NVE13710/NVE1330/NVE1660/NVE1780/NVE2224/NVE4014/NVE4013/NVE442/NVE12522/NVE1783/NVE23212/NVE18061/NVE23673/NVE25257/NVE12960/NVE12675/NVE21503/NVE15105/NVE25517/NVE18077",101,52,0.514851485148515
"36","04151 PI3K-Akt signaling pathway","04151 PI3K-Akt signaling pathway",151,-0.416189899495085,-1.77677495164505,3.1841534982932e-05,0.000539183325710982,0.000361987976648069,4446,"tags=38%, list=18%, signal=32%","NVE20681/NVE19231/NVE3621/NVE11829/NVE21252/NVE10180/NVE23281/NVE3660/NVE26192/NVE25/NVE23819/NVE22567/NVE22525/NVE3190/NVE17425/NVE12247/NVE16474/NVE2224/NVE8617/NVE2738/NVE23052/NVE17426/NVE4220/NVE12522/NVE26184/NVE5664/NVE23212/NVE18061/NVE18592/NVE10177/NVE5293/NVE5592/NVE22316/NVE16898/NVE4889/NVE25550/NVE25931/NVE22317/NVE11339/NVE12920/NVE10178/NVE5467/NVE1908/NVE25257/NVE5446/NVE11362/NVE21837/NVE12675/NVE25658/NVE21503/NVE22318/NVE5433/NVE13177/NVE25517/NVE18077/NVE4423/NVE23339/NVE19960",152,58,0.381578947368421
"37","04152 AMPK signaling pathway","04152 AMPK signaling pathway",74,-0.453684762628185,-1.7614789645593,0.00194775406764192,0.0154602979119077,0.0103794789130918,6314,"tags=49%, list=25%, signal=37%","NVE6850/NVE6520/NVE1991/NVE11117/NVE18712/NVE19232/NVE18590/NVE3081/NVE22862/NVE5566/NVE15864/NVE17900/NVE23820/NVE19231/NVE15654/NVE23281/NVE26192/NVE14863/NVE22567/NVE2224/NVE5193/NVE12522/NVE18061/NVE23673/NVE18592/NVE22316/NVE22317/NVE15865/NVE1990/NVE6519/NVE25257/NVE9159/NVE21503/NVE22318/NVE25517/NVE18077",74,36,0.486486486486487
"38","04211 Longevity regulating pathway ","04211 Longevity regulating pathway ",43,-0.549336560932424,-1.9127947835905,0.00101289181363389,0.010719771694292,0.00719686288634606,6528,"tags=63%, list=26%, signal=47%","NVE14916/NVE5411/NVE6520/NVE18300/NVE13315/NVE6335/NVE22862/NVE9286/NVE12665/NVE15654/NVE23281/NVE26192/NVE25/NVE15077/NVE12247/NVE2224/NVE18965/NVE12522/NVE18061/NVE1848/NVE20202/NVE4889/NVE6519/NVE25257/NVE21503/NVE25517/NVE18077",43,27,0.627906976744186
"39","04212 Longevity regulating pathway ","04212 Longevity regulating pathway ",42,-0.651268977834062,-2.2686585541364,2.62322222455307e-06,7.40331605596089e-05,4.97031579389003e-05,4604,"tags=57%, list=18%, signal=47%","NVE8886/NVE23142/NVE15654/NVE23281/NVE6174/NVE2172/NVE6831/NVE11085/NVE2224/NVE18965/NVE8138/NVE12522/NVE10791/NVE11919/NVE10484/NVE10954/NVE23234/NVE11247/NVE12675/NVE21503/NVE7949/NVE25517/NVE18077/NVE18719",43,24,0.558139534883721
"40","04260 Cardiac muscle contraction","04260 Cardiac muscle contraction",29,-0.526441145360836,-1.68132421385267,0.00800878335635928,0.038381716462552,0.0257680815040755,3419,"tags=45%, list=14%, signal=39%","NVE10585/NVE24413/NVE25480/NVE14118/NVE5700/NVE15677/NVE3078/NVE10857/NVE5553/NVE24009/NVE4127/NVE22193/NVE18114",29,13,0.448275862068966
"41","04360 Axon guidance","04360 Axon guidance",82,-0.535598851855598,-2.11177225395552,3.07342395997565e-06,7.80649685833814e-05,5.24099664753742e-05,3618,"tags=35%, list=14%, signal=30%","NVE7071/NVE3457/NVE1660/NVE23137/NVE25227/NVE11223/NVE1780/NVE8617/NVE22321/NVE3700/NVE4740/NVE18254/NVE6122/NVE24834/NVE19007/NVE173/NVE5592/NVE5937/NVE11339/NVE12920/NVE7811/NVE953/NVE1908/NVE25257/NVE21503/NVE26076/NVE24126/NVE17149/NVE16441",82,29,0.353658536585366
"42","04370 VEGF signaling pathway","04370 VEGF signaling pathway",24,-0.637798333441171,-1.94782139433496,0.000670900145523093,0.0074090711722985,0.00497417956863803,7461,"tags=83%, list=30%, signal=59%","NVE23160/NVE12126/NVE3937/NVE6007/NVE3082/NVE23312/NVE22538/NVE12665/NVE6174/NVE14609/NVE8617/NVE22321/NVE3700/NVE24698/NVE5592/NVE1908/NVE25257/NVE21503/NVE25517/NVE18077",24,20,0.833333333333333
"43","04510 Focal adhesion","04510 Focal adhesion",107,-0.353024538667997,-1.44460600480414,0.00915607847572004,0.0422844351424162,0.0283882241735243,4446,"tags=38%, list=18%, signal=32%","NVE20681/NVE1247/NVE11829/NVE10180/NVE13524/NVE14609/NVE15543/NVE7113/NVE1660/NVE17425/NVE11223/NVE475/NVE8617/NVE3700/NVE17426/NVE26184/NVE5664/NVE23212/NVE5592/NVE2019/NVE20959/NVE10954/NVE11339/NVE12920/NVE10178/NVE21316/NVE1908/NVE25257/NVE10427/NVE1820/NVE11362/NVE21837/NVE12675/NVE25658/NVE21503/NVE5433/NVE12236/NVE25517/NVE18077/NVE13076/NVE16118",107,41,0.383177570093458
"44","04514 Cell adhesion molecules (CAMs","04514 Cell adhesion molecules (CAMs",28,-0.714447189708894,-2.27082884892718,8.96076710761397e-06,0.000189669570444496,0.000127337216792409,4769,"tags=64%, list=19%, signal=52%","NVE23574/NVE20681/NVE18293/NVE6191/NVE21757/NVE11545/NVE11552/NVE3628/NVE11339/NVE12920/NVE15338/NVE5080/NVE14846/NVE16481/NVE5422/NVE1165/NVE22201/NVE12757",28,18,0.642857142857143
"45","04630 Jak-STAT signaling pathway","04630 Jak-STAT signaling pathway",22,-0.595249360409394,-1.77473287922514,0.00955997197313599,0.0433613014495811,0.0291111928505269,3220,"tags=45%, list=13%, signal=40%","NVE7134/NVE9470/NVE23212/NVE4594/NVE19829/NVE25257/NVE21503/NVE25517/NVE18077/NVE26076",22,10,0.454545454545455
"46","04650 Natural killer cell mediated ","04650 Natural killer cell mediated ",25,-0.578470266778423,-1.79412125917185,0.00901103187909569,0.0422844351424162,0.0283882241735243,5343,"tags=60%, list=21%, signal=47%","NVE22538/NVE2735/NVE12665/NVE14609/NVE8617/NVE22321/NVE23212/NVE20967/NVE5592/NVE16898/NVE1908/NVE25257/NVE10427/NVE21503/NVE26076",25,15,0.6
"47","04660 T cell receptor signaling pat","04660 T cell receptor signaling pat",38,-0.588759504266724,-1.99203227421898,0.000264232171791313,0.00319595103023779,0.00214564470326781,5592,"tags=63%, list=22%, signal=49%","NVE18526/NVE459/NVE22538/NVE2735/NVE23557/NVE12665/NVE16959/NVE6174/NVE1660/NVE12247/NVE11223/NVE22321/NVE3700/NVE18254/NVE23212/NVE3958/NVE25257/NVE21503/NVE8205/NVE25517/NVE18077/NVE3959/NVE16957/NVE11928",38,24,0.631578947368421
"48","04662 B cell receptor signaling pat","04662 B cell receptor signaling pat",35,-0.551090228626147,-1.83866975301627,0.00258773034040871,0.019331867837171,0.0129787094472511,5343,"tags=54%, list=21%, signal=43%","NVE22538/NVE2735/NVE23557/NVE12665/NVE14609/NVE12247/NVE8617/NVE23212/NVE5592/NVE16898/NVE3958/NVE1908/NVE25257/NVE21503/NVE25517/NVE18077/NVE3959/NVE11928/NVE23339",35,19,0.542857142857143
