"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","ClusterSize","Count","CountClusterRatio"
"14","03030 DNA replication","03030 DNA replication",39,0.510593654730587,1.65917580858113,0.00621079082274381,0.0466677775860134,0.0353924711903873,6316,"tags=56%, list=25%, signal=42%","NVE2878/NVE1819/NVE2869/NVE4002/NVE10318/NVE9082/NVE14416/NVE632/NVE742/NVE23671/NVE1910/NVE4003/NVE3145/NVE4158/NVE635/NVE13474/NVE5745/NVE5872/NVE24196/NVE22377/NVE514/NVE23283",39,22,0.564102564102564
"15","03460 Fanconi anemia pathway","03460 Fanconi anemia pathway",63,0.469157927252135,1.67228347198918,0.00222698015479934,0.0257114981508651,0.0194993956137933,8100,"tags=54%, list=32%, signal=37%","NVE15622/NVE3916/NVE6058/NVE8464/NVE7615/NVE12753/NVE10486/NVE15084/NVE1734/NVE1081/NVE14025/NVE17277/NVE22372/NVE9242/NVE6378/NVE9146/NVE1343/NVE19429/NVE15834/NVE21236/NVE25440/NVE25142/NVE14026/NVE5490/NVE16230/NVE6057/NVE15754/NVE4143/NVE14243/NVE23121/NVE6056/NVE1092/NVE2637/NVE7785",63,34,0.53968253968254
"16","04010 MAPK signaling pathway","04010 MAPK signaling pathway",125,-0.384092381770929,-1.58895201329321,0.00157238610347433,0.0210203194885516,0.0159416430435348,5467,"tags=39%, list=22%, signal=31%","NVE20964/NVE6254/NVE973/NVE23212/NVE1908/NVE15422/NVE4640/NVE6255/NVE10585/NVE22538/NVE3700/NVE1263/NVE22654/NVE19164/NVE24783/NVE19674/NVE18321/NVE15435/NVE4481/NVE6321/NVE568/NVE2735/NVE3660/NVE20961/NVE7104/NVE16473/NVE12665/NVE25517/NVE12551/NVE10954/NVE25405/NVE24506/NVE15105/NVE16474/NVE13076/NVE567/NVE23557/NVE4423/NVE5592/NVE2019/NVE25827/NVE13524/NVE5446/NVE14609/NVE3190/NVE12236/NVE16118/NVE20431/NVE5467",125,49,0.392
"17","04012 ErbB signaling pathway","04012 ErbB signaling pathway",42,-0.552394142784478,-1.85811393391828,0.000478870630690462,0.00868808144252696,0.00658897183581614,5473,"tags=60%, list=22%, signal=47%","NVE3082/NVE20964/NVE23212/NVE23281/NVE5896/NVE11223/NVE25257/NVE2735/NVE4740/NVE20961/NVE12665/NVE173/NVE25517/NVE12551/NVE16957/NVE10954/NVE10427/NVE13076/NVE21503/NVE2019/NVE19829/NVE14609/NVE18254/NVE16118/NVE15767",42,25,0.595238095238095
"18","04014 Ras signaling pathway","04014 Ras signaling pathway",137,-0.47281181020883,-1.98952101007261,4.87207973175047e-07,4.1250275062154e-05,3.12838803828188e-05,5244,"tags=39%, list=21%, signal=31%","NVE15933/NVE23212/NVE1908/NVE4640/NVE3700/NVE19164/NVE6618/NVE11223/NVE11328/NVE22512/NVE1660/NVE25257/NVE19345/NVE568/NVE18274/NVE2735/NVE4740/NVE3696/NVE3660/NVE16473/NVE12665/NVE25517/NVE23819/NVE459/NVE12551/NVE10954/NVE25405/NVE10427/NVE16474/NVE14545/NVE13076/NVE21503/NVE567/NVE13451/NVE23557/NVE2224/NVE26076/NVE5433/NVE4423/NVE5592/NVE15247/NVE18246/NVE15244/NVE22030/NVE20919/NVE5446/NVE14609/NVE3190/NVE12236/NVE23561/NVE16118/NVE22530/NVE15767/NVE5467",137,54,0.394160583941606
"19","04070 Phosphatidylinositol signalin","04070 Phosphatidylinositol signalin",74,-0.421185459843528,-1.57618416841251,0.004526968665852,0.039650001418152,0.0300702455844252,5247,"tags=35%, list=21%, signal=28%","NVE22300/NVE15933/NVE18544/NVE16485/NVE15998/NVE6929/NVE22512/NVE25257/NVE15797/NVE19345/NVE5931/NVE2434/NVE7849/NVE9365/NVE3295/NVE3294/NVE14545/NVE21503/NVE12675/NVE13484/NVE16912/NVE16747/NVE20919/NVE14609/NVE22530/NVE15963",74,26,0.351351351351351
"20","04110 Cell cycle","04110 Cell cycle",91,0.41355657162728,1.58182575784019,0.00315781502098647,0.0334202089721068,0.0253456205631809,6035,"tags=41%, list=24%, signal=31%","NVE16251/NVE3187/NVE11158/NVE22384/NVE13972/NVE18557/NVE8387/NVE25782/NVE7570/NVE18611/NVE5270/NVE18115/NVE21203/NVE17817/NVE11062/NVE12602/NVE21257/NVE12235/NVE9082/NVE213/NVE17353/NVE12898/NVE2337/NVE14401/NVE23663/NVE214/NVE1766/NVE19959/NVE3145/NVE25047/NVE7998/NVE12377/NVE22861/NVE3288/NVE10052/NVE23098/NVE22377",93,37,0.397849462365591
"21","04111 Cell cycle - yeast","04111 Cell cycle - yeast",58,0.535072494405617,1.87864179272118,0.000175733263728471,0.00396915138916769,0.00301017283140359,7144,"tags=53%, list=28%, signal=38%","NVE16251/NVE9765/NVE21007/NVE16394/NVE9052/NVE18557/NVE21009/NVE8734/NVE18611/NVE18115/NVE11062/NVE12602/NVE9082/NVE213/NVE12898/NVE2337/NVE14401/NVE23663/NVE214/NVE13206/NVE24422/NVE3145/NVE7998/NVE12377/NVE22288/NVE22377/NVE7105/NVE19281/NVE20610/NVE9801/NVE10203",59,31,0.525423728813559
"22","04142 Lysosome","04142 Lysosome",136,0.454343043907078,1.84170274475836,1.27640965442177e-05,0.000405260065278912,0.000307346008893663,4105,"tags=37%, list=16%, signal=31%","NVE5223/NVE12495/NVE9354/NVE10879/NVE22050/NVE10878/NVE10640/NVE19975/NVE20175/NVE48/NVE2609/NVE1609/NVE8972/NVE19965/NVE14498/NVE24309/NVE5473/NVE891/NVE17138/NVE10158/NVE10565/NVE9253/NVE21887/NVE23332/NVE22145/NVE890/NVE7245/NVE20113/NVE1171/NVE4411/NVE19899/NVE18456/NVE18023/NVE19596/NVE2312/NVE12729/NVE13559/NVE13923/NVE25677/NVE10132/NVE4809/NVE8656/NVE26028/NVE24943/NVE15621/NVE1127/NVE4490/NVE8899/NVE4668/NVE8881",136,50,0.367647058823529
"23","04144 Endocytosis","04144 Endocytosis",156,-0.455352093959128,-1.9563366336781,8.41752809986239e-07,5.34513034341262e-05,4.05370432177584e-05,7640,"tags=57%, list=30%, signal=40%","NVE563/NVE15418/NVE16403/NVE431/NVE8977/NVE17374/NVE10439/NVE25594/NVE18986/NVE11321/NVE15466/NVE12110/NVE10143/NVE17212/NVE6895/NVE23541/NVE21222/NVE24818/NVE12186/NVE9047/NVE1821/NVE7868/NVE21845/NVE19797/NVE17646/NVE21789/NVE2534/NVE6954/NVE21252/NVE24457/NVE3700/NVE12342/NVE23468/NVE18071/NVE4853/NVE21274/NVE18321/NVE5933/NVE8751/NVE13502/NVE15435/NVE16831/NVE9470/NVE1660/NVE14190/NVE18776/NVE12210/NVE17642/NVE14581/NVE16608/NVE15987/NVE13401/NVE16473/NVE3081/NVE26088/NVE3847/NVE888/NVE1740/NVE10552/NVE11201/NVE459/NVE5934/NVE16957/NVE6987/NVE10650/NVE20506/NVE2871/NVE16474/NVE15988/NVE15469/NVE18075/NVE16304/NVE4283/NVE15433/NVE11257/NVE19557/NVE24392/NVE10083/NVE12899/NVE10865/NVE79/NVE7811/NVE8122/NVE23820/NVE5446/NVE3190/NVE16509/NVE17795/NVE3672",157,89,0.56687898089172
"24","04151 PI3K-Akt signaling pathway","04151 PI3K-Akt signaling pathway",151,-0.421239755915411,-1.80036430874694,3.83778386138006e-05,0.00102747537231247,0.000779229146842861,6274,"tags=46%, list=25%, signal=35%","NVE5663/NVE25779/NVE22862/NVE23160/NVE6310/NVE20681/NVE13177/NVE19232/NVE3082/NVE20964/NVE17426/NVE23212/NVE25550/NVE1908/NVE21252/NVE4889/NVE16898/NVE22525/NVE18590/NVE25931/NVE23281/NVE19164/NVE5896/NVE22567/NVE10178/NVE21287/NVE3621/NVE25257/NVE25658/NVE2735/NVE26181/NVE18300/NVE3696/NVE3660/NVE20961/NVE16473/NVE12665/NVE9114/NVE12522/NVE25517/NVE23819/NVE17425/NVE18061/NVE21837/NVE11829/NVE25405/NVE12920/NVE11339/NVE16474/NVE21503/NVE12675/NVE13451/NVE23557/NVE26184/NVE2224/NVE5433/NVE4423/NVE22317/NVE5592/NVE15247/NVE23052/NVE23339/NVE15244/NVE5446/NVE15554/NVE3190/NVE22318/NVE19960/NVE5467",152,69,0.453947368421053
"25","04211 Longevity regulating pathway ","04211 Longevity regulating pathway ",43,-0.491120310960728,-1.6677185389624,0.00504473806776825,0.0427121156404379,0.0323925286456698,8599,"tags=67%, list=34%, signal=45%","NVE18077/NVE15654/NVE6335/NVE17640/NVE13315/NVE9286/NVE11463/NVE14916/NVE13979/NVE22862/NVE1848/NVE18965/NVE19939/NVE20202/NVE15077/NVE4889/NVE23281/NVE25257/NVE18300/NVE12665/NVE5411/NVE12522/NVE25517/NVE18061/NVE21503/NVE6519/NVE2224/NVE6520/NVE15554",43,29,0.674418604651163
"26","04360 Axon guidance","04360 Axon guidance",82,-0.447994755861738,-1.70956070908283,0.00104240893654885,0.0156932063640324,0.0119016028372065,5238,"tags=46%, list=21%, signal=37%","NVE3082/NVE10746/NVE1163/NVE8230/NVE1908/NVE22538/NVE3700/NVE953/NVE5937/NVE5896/NVE11223/NVE1660/NVE25257/NVE23181/NVE4740/NVE12665/NVE173/NVE459/NVE12920/NVE11339/NVE1780/NVE21503/NVE23137/NVE6122/NVE19007/NVE26076/NVE5592/NVE3457/NVE25227/NVE7811/NVE7071/NVE17149/NVE18254/NVE7088/NVE5022/NVE24126/NVE13160/NVE16441",82,38,0.463414634146341
"27","04370 VEGF signaling pathway","04370 VEGF signaling pathway",24,-0.583309165386586,-1.71194683166049,0.00650144048784005,0.0471818823974678,0.0357823641887137,8599,"tags=67%, list=34%, signal=44%","NVE18077/NVE6174/NVE23312/NVE8617/NVE23160/NVE3082/NVE1908/NVE4640/NVE22538/NVE3700/NVE25257/NVE12665/NVE25517/NVE21503/NVE5592/NVE14609",24,16,0.666666666666667
"28","04514 Cell adhesion molecules (CAMs","04514 Cell adhesion molecules (CAMs",28,-0.680870270617713,-2.09075023491491,4.04517863115146e-05,0.00102747537231247,0.000779229146842861,2801,"tags=43%, list=11%, signal=38%","NVE21757/NVE12920/NVE11339/NVE25645/NVE6191/NVE16481/NVE15338/NVE14846/NVE5422/NVE1165/NVE12757/NVE22201",28,12,0.428571428571429
"29","04612 Antigen processing and presen","04612 Antigen processing and presen",23,0.679276856622836,1.97109094333078,0.000208289502266871,0.00406965642890656,0.00308639505383299,833,"tags=26%, list=3%, signal=25%","NVE8640/NVE5223/NVE9354/NVE10879/NVE10878/NVE2609",23,6,0.260869565217391
"30","04650 Natural killer cell mediated ","04650 Natural killer cell mediated ",25,-0.580620670241932,-1.71641599436542,0.00363853123733406,0.0355456513185712,0.026957539126807,5178,"tags=52%, list=20%, signal=41%","NVE23212/NVE1908/NVE22538/NVE16898/NVE25257/NVE2735/NVE12665/NVE10427/NVE21503/NVE26076/NVE5592/NVE20967/NVE14609",25,13,0.52
"31","04660 T cell receptor signaling pat","04660 T cell receptor signaling pat",38,-0.549755475496586,-1.79786177446809,0.0015372511112039,0.0210203194885516,0.0159416430435348,5178,"tags=50%, list=20%, signal=40%","NVE23212/NVE22538/NVE3700/NVE5896/NVE11223/NVE1660/NVE25257/NVE2735/NVE12665/NVE25517/NVE459/NVE16957/NVE21503/NVE23557/NVE3958/NVE18254/NVE8205/NVE11928/NVE3959",38,19,0.5
"32","04662 B cell receptor signaling pat","04662 B cell receptor signaling pat",35,-0.529419708863373,-1.70690572212901,0.00588297451801198,0.0466677775860134,0.0353924711903873,5569,"tags=51%, list=22%, signal=40%","NVE10508/NVE23212/NVE1908/NVE22538/NVE16898/NVE5896/NVE25257/NVE2735/NVE12665/NVE25517/NVE21503/NVE23557/NVE5592/NVE3958/NVE23339/NVE14609/NVE11928/NVE3959",35,18,0.514285714285714
"33","04722 Neurotrophin signaling pathwa","04722 Neurotrophin signaling pathwa",90,-0.521978434208578,-2.02186220989555,2.0963133933379e-06,8.87439336513044e-05,6.73026931545326e-05,5435,"tags=48%, list=21%, signal=38%","NVE973/NVE15933/NVE23212/NVE20202/NVE25653/NVE1908/NVE3700/NVE5896/NVE22512/NVE1660/NVE25257/NVE6321/NVE19345/NVE2735/NVE4740/NVE3696/NVE7104/NVE12665/NVE173/NVE12522/NVE25517/NVE459/NVE12551/NVE10954/NVE8740/NVE24506/NVE10427/NVE15105/NVE14545/NVE21503/NVE26076/NVE5592/NVE2019/NVE15247/NVE23052/NVE15244/NVE20919/NVE12240/NVE475/NVE12236/NVE22530/NVE15767/NVE19960",91,43,0.472527472527473
"34","04910 Insulin signaling pathway","04910 Insulin signaling pathway",100,-0.538275195818606,-2.12733939274206,9.40997271247037e-08,1.19506653448374e-05,9.0632895072741e-06,5511,"tags=46%, list=22%, signal=36%","NVE19232/NVE15865/NVE7696/NVE15933/NVE23212/NVE23281/NVE15864/NVE5398/NVE23271/NVE5896/NVE22512/NVE25257/NVE14190/NVE19345/NVE2735/NVE18300/NVE12665/NVE3482/NVE12522/NVE25517/NVE12551/NVE18061/NVE16957/NVE10954/NVE21757/NVE10427/NVE14545/NVE13076/NVE22302/NVE21503/NVE6191/NVE4716/NVE2224/NVE15338/NVE22317/NVE2019/NVE24121/NVE20919/NVE475/NVE24070/NVE9159/NVE7784/NVE16118/NVE22318/NVE22530/NVE22201",100,46,0.46
"35","04976 Bile secretion","04976 Bile secretion",56,0.463843608706769,1.6211675521615,0.00624686786584432,0.0466677775860134,0.0353924711903873,2941,"tags=23%, list=12%, signal=21%","NVE25222/NVE18588/NVE18585/NVE23359/NVE23357/NVE10037/NVE18587/NVE21037/NVE3965/NVE21408/NVE13154/NVE3966/NVE23141",56,13,0.232142857142857
