"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","KO","Description"
"NVE10060",2127.01536890556,0.237986012224453,0.0695916923317319,3.41974744758345,0.000626792975600966,0.00500273247041176,"K12881","THOC4; THO complex subunit 4"
"NVE10071",5663.7839966154,0.729146795276882,0.245223904707735,2.97339199514786,0.00294528040552554,0.0166020684423501,NA,NA
"NVE10077",145.350436362892,-0.342350467914912,0.122505861140418,-2.79456398843241,0.00519697546981019,0.0255760635459301,NA,NA
"NVE10083",992.629345346641,0.238641904699903,0.0789984320099644,3.02084356142413,0.00252071558254945,0.0147628982630204,"K12193","VPS24; charged multivesicular body protein 3"
"NVE10086",1567.38837297644,-0.273108656702808,0.0839619512127279,-3.25276691117925,0.00114287204195468,0.00796626467583489,"K11498","CENPE; centromeric protein E"
"NVE10088",1026.78559204617,-0.157500233436229,0.0630262393886465,-2.49896289170953,0.0124557353106229,0.0490221847325189,"K15176","CTR9; RNA polymerase-associated protein CTR9"
"NVE10089",433.118441693442,0.456551954667589,0.116862096529725,3.90675820668218,9.35426754802655e-05,0.00110555170276566,"K00030","IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]"
"NVE10093",983.493532695962,-0.360551686919052,0.129488826538723,-2.78442315492937,0.00536230257776552,0.02617751903961,"K15464","BNIP3; BCL2/adenovirus E1B 19 kDa protein-interacting protein 3"
"NVE10095",633.765259823733,-0.452206124065932,0.16535770600161,-2.7347145470289,0.00624343930893673,0.0294381450794074,NA,NA
"NVE10096",525.81722198488,-0.45583795656585,0.134658283500195,-3.38514605055982,0.00071140391608163,0.00552360028008297,NA,NA
"NVE10097",2047.24994103085,-0.407648035676861,0.11203332099581,-3.63863207886255,0.000274090047449798,0.00263419454272565,NA,NA
"NVE10098",140.838611866292,-1.54500331919177,0.203971795679819,-7.5745929188024,3.60255470644544e-14,1.52341364299411e-11,"K08621","ADAMTS6; a disintegrin and metalloproteinase with thrombospondin motifs 6 [EC:3.4.24.-]"
"NVE10099",161.31352612456,-1.10745729655838,0.226792214466705,-4.88313630678432,1.04411640367218e-06,2.95811390544096e-05,"K08632","ADAMTS18; a disintegrin and metalloproteinase with thrombospondin motifs 18 [EC:3.4.24.-]"
"NVE10100",184.225078166586,-0.626644289003343,0.172896243066857,-3.62439505849196,0.000289638592946366,0.00275006123489824,"K10521","ABTB2; ankyrin repeat and BTB/POZ domain-containing protein 2"
"NVE10104",46.1163923725,-0.450205855774339,0.177236717072241,-2.54013876589035,0.0110808494543693,0.0451196856794799,NA,NA
"NVE10106",32.6524776882077,0.522301923075482,0.197734237469586,2.64143392545168,0.00825559085182083,0.0360107769056979,NA,NA
"NVE10119",385.844850567939,0.326207059917072,0.12500463140685,2.6095597918718,0.00906588012762199,0.038774934016529,NA,NA
"NVE10122",16.9713907421705,-0.760715652748785,0.239118766331728,-3.18132978192706,0.00146600644374927,0.00961225776156381,"K03320","amt; ammonium transporter, Amt family"
"NVE10123",17.9732869879047,-0.964438821008728,0.230137010718276,-4.19071586095012,2.78075717647255e-05,0.000420242158337198,NA,NA
"NVE10127",254.963973783234,-0.493203157969678,0.174087139823948,-2.83308209020176,0.00461015451860454,0.0234447678521756,NA,NA
"NVE10135",139.042634482759,0.57145223077823,0.195386991493389,2.92471994379199,0.00344766345324834,0.0187558573512289,"K02599","NOTCH1; Notch 1"
"NVE10139",3808.7765768988,-0.800811183830429,0.191336228779251,-4.18536096869737,2.84713291289603e-05,0.000428442137083808,NA,NA
"NVE10143",616.9792985643,0.328794750464371,0.128169912797532,2.56530369169996,0.0103085535049732,0.0428318451137533,"K12488","ASAP; Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein"
"NVE10150",803.304397566275,-0.351805809012278,0.0785782367332897,-4.47714053709779,7.56494531899486e-06,0.000145408692221589,NA,NA
"NVE10152",404.648233283958,0.309428219341281,0.121672461973563,2.54312450263819,0.0109866073730174,0.0448479047842066,"K16330","pseudouridylate synthase / pseudouridine kinase [EC:4.2.1.70 2.7.1.83]"
"NVE10164",125.638346377352,-0.497174174995824,0.176693688996003,-2.8137630597948,0.00489653046980132,0.0245094855935803,"K11795","IQWD1; nuclear receptor interaction protein"
"NVE10170",2150.86779032641,-0.601195820415246,0.197143004077117,-3.04954174371856,0.00229190779802381,0.0136825397563068,"K17495","CSMD; CUB and sushi domain-containing protein"
"NVE10171",274.502874486083,-0.765135403558314,0.213581690730596,-3.58240166065277,0.000340449793598334,0.00312718062623409,NA,NA
"NVE10173",952.628409137164,-0.429504072158519,0.0984726639029321,-4.36165789707787,1.2908059084453e-05,0.000225693360791336,"K13697","ABHD2; abhydrolase domain-containing protein 2"
"NVE10174",220.613679447344,0.34339507368471,0.103484500200879,3.31832373947913,0.000905594573091338,0.00662796540914766,"K12586","RRP43; exosome complex component RRP43"
"NVE10177",355.130346353181,0.848974805153115,0.176189311901854,4.81853749236523,1.44614353190951e-06,3.8850220648416e-05,"K05094","FGFR3; fibroblast growth factor receptor 3 [EC:2.7.10.1]"
"NVE10179",17156.3344886277,-0.64534378323146,0.135072266138675,-4.77776675908365,1.77252814349293e-06,4.53763230455842e-05,"K06237","COL4A; collagen, type IV, alpha"
"NVE10181",1701.42562649466,-0.729707714401227,0.241863140222278,-3.01702737230075,0.0025526676052257,0.0149003488663929,NA,NA
"NVE10183",763.375453835094,0.573408798364035,0.112635600447348,5.09083092811389,3.56497798651732e-07,1.27410261553364e-05,"K03064","PSMC6; 26S proteasome regulatory subunit T4"
"NVE10184",41.3432939689929,-0.632448974673784,0.177088421890395,-3.57137393807272,0.000355113461449631,0.00322939701003677,NA,NA
"NVE10187",1092.67716482408,-0.256111586397054,0.0878571549442985,-2.91509082623298,0.00355585041515062,0.0192002469212496,NA,NA
"NVE10188",352.910435748726,-0.597041018459932,0.212003732259449,-2.81618164028016,0.00485981817379556,0.0243738080383531,NA,NA
"NVE10190",184.132901067991,-0.547986704629199,0.127636133381439,-4.29335087260555,1.75996540734443e-05,0.000290801809527569,NA,NA
"NVE10193",81.3856372720631,-0.482608352888229,0.180126603174392,-2.67927304675248,0.00737822011934239,0.0331563363455806,"K04615","GABBR; gamma-aminobutyric acid type B receptor"
"NVE10197",416.817670963497,-0.713429722153025,0.120778311164245,-5.90693573437073,3.48529633085271e-09,2.85257138763518e-07,"K17398","DNMT3A; DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]"
"NVE10198",101.353855922582,0.363981558470092,0.144944754124912,2.51117441722945,0.012033022741482,0.0478950800595679,"K13706","ABHD14; abhydrolase domain-containing protein 14"
"NVE10199",260.77379358434,0.419902387641594,0.122256376812639,3.43460520088131,0.000593417685161858,0.00478316019790717,"K14295","NUP50; nuclear pore complex protein Nup50"
"NVE10202",197.463462606953,0.33166446819877,0.132705997201212,2.49924249991425,0.0124459111877696,0.0490004106849516,NA,NA
"NVE10211",971.258135605547,-0.365911502290836,0.118152061171308,-3.09695403248447,0.00195520190009449,0.012122464129421,NA,NA
"NVE10213",292.486223588434,-0.405889878832092,0.0890948570725389,-4.55570492134721,5.22101873525861e-06,0.000108978028171509,NA,NA
"NVE10214",797.952300081187,0.504906127023124,0.0950857191054241,5.3100100811492,1.09619171325402e-07,4.76791195660105e-06,"K09705","uncharacterized protein"
"NVE10216",1803.41097029774,-0.519309694970233,0.105229228181181,-4.93503282259276,8.01372818287196e-07,2.43019233805951e-05,"K12232","HECTD2; E3 ubiquitin-protein ligase HECTD2 [EC:2.3.2.26]"
"NVE10218",1492.85694622263,-0.926174649516614,0.184390077596089,-5.02290937555449,5.08945630800717e-07,1.69167008432815e-05,NA,NA
"NVE10220",2408.39192477234,0.254180547282981,0.0916234235448419,2.77418740152818,0.00553397895786133,0.0268070448669418,"K04354","PPP2R2; serine/threonine-protein phosphatase 2A regulatory subunit B"
"NVE10224",55.1895411456431,-0.836103797709264,0.181979672506694,-4.5944900668975,4.33808790384692e-06,9.41532974529693e-05,NA,NA
"NVE10238",817.461935293495,-0.289870359506975,0.114457337210207,-2.53256249509468,0.0113232183091518,0.0458449805123194,NA,NA
"NVE10241",871.704431962913,0.688096487322715,0.203511566540894,3.38111734393458,0.000721917060647751,0.00558592898414682,NA,NA
"NVE10252",587.740499272347,-0.502955914372576,0.132680279222868,-3.79073602586969,0.000150201522988643,0.00163170874283809,"K20478","GOLGB1; golgin subfamily B member 1"
"NVE10263",359.455220783342,-0.370042353686902,0.143821004448177,-2.57293679116418,0.01008396225164,0.0421040917930516,NA,NA
"NVE10287",417.375669715556,0.848289340658438,0.212032227405783,4.00075663514585,6.31402685412659e-05,0.000803683406989859,NA,NA
"NVE10288",93.3883825675948,0.677948619477835,0.197502266103863,3.43261185226763,0.000597797243576718,0.00480997183124537,NA,NA
"NVE10289",305.648319224557,0.593355722631026,0.234651252048472,2.52867060137593,0.0114495427008933,0.0462334761405657,NA,NA
"NVE10292",298.545584087551,-0.418474049125502,0.163630776564949,-2.55742873015944,0.010544916363962,0.0435351952939925,NA,NA
"NVE10303",75.6006180570655,-0.693520814545639,0.166958519175943,-4.15385101622037,3.26926076620198e-05,0.000476715003807294,NA,NA
"NVE10311",762.344436049562,-0.472004414167185,0.124422968721082,-3.79354727683177,0.000148510339205705,0.0016195002845092,"K13173","ARGLU1; arginine and glutamate-rich protein 1"
"NVE10313",64.8472990873515,0.423250000193145,0.155085185474553,2.72914526876323,0.00634987247494007,0.0298229818933066,NA,NA
"NVE10314",139.254454705554,0.327776125626706,0.113652033412577,2.88403221468834,0.00392618587078737,0.0207006359638489,"K11927","rhlE; ATP-dependent RNA helicase RhlE [EC:3.6.4.13]"
"NVE10315",141.748586826358,-0.821636251618813,0.239998440803459,-3.42350662307707,0.000618187453548711,0.00495382195818968,NA,NA
"NVE10316",153.385123172561,-1.42188069319001,0.223845856622034,-6.35205276812817,2.12460411096361e-10,2.77230484993451e-08,NA,NA
"NVE10317",699.831491432243,0.619374663685115,0.126010162841516,4.91527548031272,8.86577034177983e-07,2.60889002261008e-05,NA,NA
"NVE10318",153.875933131119,0.599249465352679,0.185235550213808,3.23506726792452,0.00121614075396623,0.0083495412257423,"K10744","RNASEH2B; ribonuclease H2 subunit B"
"NVE10324",2812.62383388908,0.617377630038932,0.201973997596103,3.05671837655821,0.00223774412135757,0.0134321097745179,NA,NA
"NVE10328",946.568799009605,0.437846039209037,0.115214546638868,3.80026699737348,0.00014454026878693,0.00158225169594897,NA,NA
"NVE1033",378.441708930304,0.569113534801205,0.0932778987636335,6.10126881442024,1.05229759490705e-09,1.04931072400448e-07,NA,NA
"NVE10334",104.392221969234,0.738169799567707,0.169841853492209,4.34621846376381,1.38504626077693e-05,0.00023942113069524,"K10252","BCDO2; beta,beta-carotene 9',10'-dioxygenase [EC:1.13.11.71]"
"NVE10336",176.817328234333,-0.413674343810122,0.153352238994236,-2.69754355412882,0.00698531463424545,0.0319210845853502,"K08375","NPFFR2; neuropeptide FF receptor 2"
"NVE10342",1935.14885372199,0.243813596869132,0.0845014543878943,2.88531834907756,0.0039101804124191,0.0206448484896162,NA,NA
"NVE10343",351.008152254714,-0.381693614632497,0.119532150224512,-3.19322972033532,0.00140690974384989,0.00933646730625175,NA,NA
"NVE10348",181.129503857394,0.383816616550645,0.130520088856007,2.94067081868203,0.00327502369844654,0.0180205219648257,"K09680","coaW; type II pantothenate kinase [EC:2.7.1.33]"
"NVE10349",215.254009915809,0.388646650194432,0.117163051174275,3.31714347056683,0.000909429033313658,0.00664750703448059,NA,NA
"NVE10366",507.215729864391,-0.489547101150976,0.174997601689295,-2.7974503446062,0.00515076838568414,0.0254088995651539,NA,NA
"NVE10368",283.154092613154,-0.565299971956131,0.153853564196464,-3.67427283799723,0.000238527746817929,0.00235485564141262,NA,NA
"NVE10388",316.147878308669,0.354083356079269,0.0990761646967937,3.57385004923115,0.000351770430213712,0.00320665779398408,"K16569","TUBGCP2; gamma-tubulin complex component 2"
"NVE1039",157.90966078829,-1.25096582615041,0.184699633105632,-6.77297407209776,1.26161568881061e-11,2.38090861603225e-09,NA,NA
"NVE10394",27.6205096853455,-0.810697611358096,0.23358841518502,-3.47062422045186,0.000519250107221276,0.00431294612861256,NA,NA
"NVE1040",11.3840709925916,-1.18678200322232,0.241509223738514,-4.9140235095421,8.92260435141563e-07,2.61886465764236e-05,NA,NA
"NVE10404",476.760297256883,-0.417918282545633,0.128960962162671,-3.2406572930068,0.00119254459425243,0.00823707072285364,NA,NA
"NVE10409",85.0506485989285,-0.658399579649649,0.178919977461706,-3.67985503346359,0.000233366579692882,0.00231390614298174,NA,NA
"NVE10420",167.644997654402,-0.450297059031046,0.169822674884214,-2.65157205501598,0.00801180160247016,0.0352096785204785,NA,NA
"NVE10424",440.898144608338,-0.419874316074205,0.126559313362064,-3.31760899233879,0.000907914851745533,0.00663983354700212,NA,NA
"NVE10434",121.198769604445,-0.672722474529894,0.172532365846973,-3.89910884967846,9.65473677479334e-05,0.00113559375026626,NA,NA
"NVE10446",223.193610230113,0.465806839336579,0.177748546637426,2.62059436292741,0.00877766341976445,0.0377828358511444,NA,NA
"NVE10449",35.1290517767055,-0.523796941249109,0.206475790306014,-2.53684434612309,0.0111856675846464,0.0454249900934378,NA,NA
"NVE10458",1025.80545102829,0.292913950572756,0.109578267118667,2.67310259848832,0.00751532614801304,0.0335508255307679,"K02156","AUB; aubergine"
"NVE1046",49.1587264906774,-0.598643517842587,0.183201400412234,-3.26767981301201,0.00108432961733791,0.0076186667113573,NA,NA
"NVE1047",413.771974707265,0.622515249822341,0.133896066112961,4.64924226599127,3.33156704522492e-06,7.66898522960796e-05,NA,NA
"NVE10482",89.8213347447493,-0.433800462426107,0.141350855556171,-3.06896241072783,0.00214803616626189,0.0130210793354367,"K04255","OPN4; r-opsin"
"NVE10484",510.187709393275,0.519853487516815,0.110010002317875,4.72551110411483,2.29537290542266e-06,5.62390990293202e-05,"K17794","TIM23; mitochondrial import inner membrane translocase subunit TIM23"
"NVE1049",146.778871060248,-0.659395664251936,0.158632910915494,-4.1567393578449,3.2282192877032e-05,0.000471954076428297,NA,NA
"NVE10494",111.907393231265,0.368322348965624,0.146552549916543,2.51324421973806,0.0119626489973645,0.0476897852400174,"K13696","ABHD1_3; abhydrolase domain-containing protein 1/3"
"NVE10495",77.5920493265881,-0.669446739271432,0.168905614495319,-3.96343686544526,7.38784080237736e-05,0.000910422799364743,"K11729","ACAD10; acyl-CoA dehydrogenase family member 10"
"NVE10496",233.128447376516,-0.497008732870907,0.196492037341381,-2.52940902641981,0.0114254789359717,0.0461756053229665,NA,NA
"NVE10503",547.690169839363,-0.299508658403459,0.10736585692371,-2.78960804659044,0.00527718849778432,0.0258871319757046,NA,NA
"NVE10506",528.608809291887,-0.534882251215992,0.095744134012264,-5.58657986449048,2.31585072185445e-08,1.3735701619103e-06,"K18259","AMN; protein amnionless"
"NVE10521",1647.11679888912,-0.413783274633704,0.147803611204047,-2.79954780037455,0.00511742392305134,0.025278558626049,NA,NA
"NVE10522",208.279573422975,0.402670243878651,0.143303530485208,2.80991153892203,0.00495551184964894,0.0247450498768278,"K16724","STIL; SCL-interrupting locus protein"
"NVE10531",62.3090513166974,0.57436354335232,0.172151705753814,3.33638020510636,0.000848769992435194,0.00632767312349254,"K15109","SLC25A20_29; solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29"
"NVE10535",56.447799102042,-0.478198480187815,0.187037821839348,-2.55669401774019,0.0105672123461921,0.0435878421107834,NA,NA
"NVE10537",281.574372014931,0.840198973173682,0.15594046926948,5.3879469332732,7.12670863941116e-08,3.44055796577069e-06,NA,NA
"NVE10541",28.0790230252894,-0.633461409495673,0.2452464452093,-2.58295857848239,0.00979570829804262,0.0411826969427933,NA,NA
"NVE10543",97.0858165147179,0.491284977149803,0.166356263552374,2.95320997634172,0.00314487966642188,0.0174770813294582,NA,NA
"NVE10544",58.7778651059756,0.618194131846831,0.188663311007858,3.27670562201191,0.00105025807753536,0.00742037227738856,NA,NA
"NVE10550",335.131855903831,-0.442760214400454,0.11679802426888,-3.79081938390651,0.000150151116941377,0.00163170874283809,NA,NA
"NVE10552",533.455327554804,0.355847434299483,0.114196700255934,3.11609208936832,0.00183265031656203,0.011503180313,"K17919","SNX4; sorting nexin-4"
"NVE10554",253.56922508093,0.317352427377601,0.106288511420106,2.98576415397582,0.00282870712283052,0.016108111508687,NA,NA
"NVE10556",35.8395305853327,-0.584412824123148,0.225477602035491,-2.59188859047365,0.00954506766228515,0.0404006710043154,NA,NA
"NVE10565",721.219509671108,0.647790593774457,0.134552194782314,4.81441863376878,1.47629038419972e-06,3.93821155644867e-05,"K06129","LYPLA3; lysophospholipase III [EC:3.1.1.5]"
"NVE10574",1245.29656430251,0.511262584537272,0.115549809069638,4.42460778303104,9.66176569924527e-06,0.000176501135793813,"K02542","MCM6; DNA replication licensing factor MCM6 [EC:3.6.4.12]"
"NVE10579",139.022651766091,-0.449747692833118,0.145697656429447,-3.08685605420773,0.00202285526741609,0.0124569183095827,NA,NA
"NVE10580",311.956720511335,0.361232897309972,0.109261427787494,3.30613378046409,0.000945929128724054,0.00684636819474288,NA,NA
"NVE10598",300.049260913554,0.422787593350809,0.150901807794426,2.80173975070448,0.00508278582324296,0.0251668045722301,NA,NA
"NVE10600",288.626828048217,-0.757084358405477,0.176188308515791,-4.29701814373013,1.73111030794128e-05,0.000286687919429596,NA,NA
"NVE10612",256.955537239339,-0.597910419865875,0.157666090102668,-3.79225754552886,0.000149283973819625,0.00162483295623028,NA,NA
"NVE10619",761.284870449947,0.371105975811839,0.1413145978302,2.6260979510252,0.00863699590127283,0.0373533714783267,"K02146","ATPeV0D; V-type H+-transporting ATPase subunit d"
"NVE10626",1841.33558832686,-0.452332544979394,0.112756592157987,-4.01158403533176,6.03127003821413e-05,0.000774474931217093,"K06626","CCNE; G1/S-specific cyclin-E1"
"NVE10627",192.024424583892,-0.505121832124111,0.141515399002179,-3.56937715390487,0.000357830963456948,0.00324764310434793,NA,NA
"NVE10632",78.9338422256055,-1.03443115717633,0.20680055399244,-5.00207149935461,5.67175459636131e-07,1.86084075011366e-05,"K00069","HPGD; 15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]"
"NVE10633",1803.10205678833,0.52411653307159,0.173080753910556,3.02816183330494,0.00246046284287793,0.0144619482669543,NA,NA
"NVE10641",691.789409682268,-0.692931999346177,0.12513309486284,-5.53755982864252,3.06714934786207e-08,1.7379244505814e-06,NA,NA
"NVE10642",1318.09002710426,0.507917213603232,0.106047625105851,4.78951992650713,1.671807970081e-06,4.34803359872432e-05,"K03433","psmB; proteasome beta subunit [EC:3.4.25.1]"
"NVE10643",364.521425969103,0.24061715714085,0.0851518485105202,2.82574202850244,0.0047171236820066,0.023804534647209,"K02906","RP-L3; large subunit ribosomal protein L3"
"NVE10649",3527.89146140557,-0.387018047189235,0.101865961520903,-3.79928723403664,0.000145112831601275,0.00158699784943253,"K13091","RBM39; RNA-binding protein 39"
"NVE10652",450.95154120037,-0.272902700032584,0.106033460571387,-2.57374133185866,0.0100605456934998,0.04202168664918,NA,NA
"NVE10654",190.917498205679,-0.394685952567155,0.110566266340418,-3.56967785592011,0.000357420486227043,0.00324644265918901,NA,NA
"NVE10696",793.733236779079,0.352029430912965,0.10838091465776,3.24807584457637,0.00116188295352043,0.00806676717653972,NA,NA
"NVE10701",120.186046504933,-0.723378979548291,0.211108317056594,-3.42657735912114,0.000611239625438135,0.0049112093057283,NA,NA
"NVE10702",74.8891171699414,-0.654906621825876,0.210267449461404,-3.11463625731613,0.00184171871184983,0.0115505758816509,NA,NA
"NVE10708",221.186884941601,0.375873509736477,0.116337587306033,3.23088623754694,0.00123407046528697,0.00843965231351539,"K22139","MPC2; mitochondrial pyruvate carrier 2"
"NVE10713",74.9358331772116,-0.836530960727719,0.178717478594757,-4.68074509166816,2.8583416544648e-06,6.74279252889501e-05,NA,NA
"NVE10714",51.7566268693233,-0.452326334857693,0.169977258048048,-2.66109913792017,0.00778860209945697,0.0344473479049099,NA,NA
"NVE10716",310.717408281851,0.441178650473692,0.125606209267279,3.51239523147221,0.000444087054730147,0.00382181334791674,NA,NA
"NVE10719",322.393946588145,0.508921005582716,0.182377016714995,2.79048870712706,0.00526285361202888,0.0258390157451472,NA,NA
"NVE10721",99.4487586922131,0.682291194797906,0.166244882301677,4.10413352490325,4.05833031806047e-05,0.000563698131465395,NA,NA
"NVE10723",603.284548905647,0.264847515472395,0.0719370617449977,3.6816560066246,0.00023172392740076,0.00230161630369568,NA,NA
"NVE1073",235.211901337205,0.337417717555636,0.127115849005605,2.65441107615745,0.00794469763600618,0.0349995191305971,NA,NA
"NVE10730",64.761634183299,-0.508934096258578,0.170261769712101,-2.98912725457479,0.00279775582012682,0.0159676966139955,NA,NA
"NVE10731",226.835177553475,-0.559838687030821,0.171856534095194,-3.25759325927472,0.00112361330856882,0.00784879470821931,"K16770","CNTRL; centriolin"
"NVE10734",106.620853724131,0.697277782696552,0.232657741025332,2.99701088656505,0.0027264097677088,0.015650469342793,"K09582","PDIA4; protein disulfide-isomerase A4 [EC:5.3.4.1]"
"NVE1074",352.668500544954,0.340371462877205,0.112548817614053,3.0242118050888,0.00249281849164077,0.0146182614937383,"K03951","NDUFA7; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 7"
"NVE10742",37.5689627072985,-0.537740161037094,0.212449369663917,-2.53114500592668,0.0113690836526041,0.0459934772224878,"K09322","MEOX; homeobox protein MOX"
"NVE10746",86.4347865290866,0.60114058074891,0.179190205324761,3.35476249753392,0.000794331503006408,0.00601211795530372,"K05765","CFL; cofilin"
"NVE10750",406.771442182529,-0.652031204501529,0.236885104371407,-2.75252091612829,0.0059138368568883,0.0282912830217082,NA,NA
"NVE10763",517.970533747277,0.29174455769678,0.0950463263897704,3.06949851486506,0.0021441847175767,0.0130046369258603,"K16860","PLD3_4; phospholipase D3/4 [EC:3.1.4.4]"
"NVE10779",240.213137970697,-0.438758296907341,0.166308958928885,-2.63821203459614,0.00833444518246144,0.0363145212416137,"K19873","FKRP; fukutin-related protein [EC:2.7.8.-]"
"NVE10787",1814.58113658262,0.536879361150502,0.0984520129079108,5.45320857637196,4.94689874723777e-08,2.57905097929622e-06,"K04567","KARS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]"
"NVE108",2538.98190058753,-1.18879773359702,0.192184797866619,-6.18570119381698,6.18270233756774e-10,6.65952867350752e-08,NA,NA
"NVE10800",233.331220482572,-1.16929153772406,0.218098680270488,-5.3612957963519,8.26270902062735e-08,3.85731011507494e-06,NA,NA
"NVE10801",598.754738408859,-0.346406154309782,0.112327559748435,-3.08389281388806,0.00204311190894234,0.0125415216238436,NA,NA
"NVE10802",127.553183016516,-1.21789730183546,0.2241436757626,-5.43355639052419,5.524181509019e-08,2.79081160970019e-06,NA,NA
"NVE10807",28.174809860069,-0.515183790794429,0.200432539828347,-2.57036003852288,0.010159286916405,0.0423489077648975,NA,NA
"NVE10808",432.094826269937,0.460510028708446,0.146615850757301,3.14092934924715,0.00168412653924244,0.0107662456673015,"K10478","BTBD3_6; BTB/POZ domain-containing protein 3/6"
"NVE1081",163.802139310699,0.378406207297301,0.130779515481858,2.89346696157316,0.0038101437277165,0.0202289309515011,"K15365","RMI2; RecQ-mediated genome instability protein 2"
"NVE10819",380.13338403167,0.59151212730968,0.111482715766984,5.30586399192169,1.12140551429643e-07,4.8683070188135e-06,NA,NA
"NVE10820",365.337829156384,0.304553670879096,0.108624991850011,2.80371639796873,0.00505173191028618,0.0250661526304014,NA,NA
"NVE10830",281.70541051017,-0.327838582211015,0.10000826642776,-3.2781148391151,0.00104502871111757,0.00739486539149974,NA,NA
"NVE10834",475.001239215186,-0.381774557421756,0.125030717543391,-3.05344610446841,0.00226229354724569,0.0135340511268942,NA,NA
"NVE10840",20.472876974954,-0.772052288642295,0.236277686637931,-3.26756326265111,0.0010847761944713,0.00761945998177548,NA,NA
"NVE10841",764.187085598584,-0.243740401740778,0.0827086386465215,-2.94697634647901,0.00320897748766127,0.0177512114657813,"K18953","NSMAF; factor associated with neutral sphingomyelinase activation"
"NVE10842",116.473425237304,-0.604603286293602,0.186806292597312,-3.23652526843361,0.0012099451376058,0.00831856015140519,NA,NA
"NVE1085",728.829625834714,-0.252378225119232,0.0937473478057838,-2.69211056127245,0.00710014033640847,0.0323038242047985,NA,NA
"NVE10853",269.276924193279,0.411667458829654,0.144472847993529,2.84944516943483,0.00437955538438959,0.0226107047710912,"K02183","CALM; calmodulin"
"NVE10856",492.438713212579,0.444869327737126,0.108655816402891,4.09429833086498,4.23448797570883e-05,0.000583904184331589,NA,NA
"NVE10857",2651.05319005208,0.564024432699279,0.119891492008098,4.70445753282629,2.54541841037531e-06,6.13776445627458e-05,"K02263","COX4; cytochrome c oxidase subunit 4"
"NVE10858",76.5340843172887,-0.533419551242803,0.164564002526778,-3.24141089820665,0.00118939609317526,0.00822527552624379,NA,NA
